matched_shisetsu_bangou	before	after	interval	after_minus_before
BR0-042129-01230	I	I	5	0
BR0-042129-01231	II	II	5	0
BR0-042129-01232	I	I	5	0
BR0-042129-01240	I	I	5	0
BR0-042129-01241	II	II	5	0
BR0-042129-01242	II	II	5	0
BR0-042129-01245	II	II	5	0
BR0-042129-01246	I	I	5	0
BR0-042129-01247	I	I	5	0
BR0-042129-01314	II	II	4	0
BR0-042129-01315	I	II	26	1
BR0-042129-01315	II	II	4	0
BR0-042129-01326	I	I	4	0
BR0-042129-01329	I	II	4	1
BR0-042129-01330	I	II	4	1
BR0-042129-01331	I	II	4	1
BR0-042129-01332	I	I	4	0
BR0-042129-01333	I	I	4	0
BR0-042129-01334	I	II	4	1
BR0-042129-01335	II	II	4	0
BR0-042129-01336	II	II	4	0
BR0-042129-01343	I	I	25	0
BR0-042129-01343	II	II	4	0
BR0-042129-01344	I	I	25	0
BR0-042129-01344	I	II	4	1
BR0-042129-01348	I	I	22	0
BR0-042129-01348	I	I	4	0
BR0-042129-01349	I	I	25	0
BR0-042129-01349	I	I	4	0
BR0-042129-01352	I	I	25	0
BR0-042129-01352	I	II	4	1
BR0-042129-01364	I	II	4	1
BR0-042129-01365	II	II	4	0
BR0-042129-01368	II	II	4	0
BR0-042129-01371	I	I	26	0
BR0-042129-01371	I	I	4	0
BR0-042129-01372	I	II	26	1
BR0-042129-01383	II	II	4	0
BR0-042129-01387	I	I	30	0
BR0-042129-01387	I	I	4	0
BR0-042129-01392	I	I	29	0
BR0-042129-01392	I	I	4	0
BR0-042129-01402	I	I	5	0
BR0-042129-01404	I	I	4	0
BR0-042129-01414	II	II	5	0
BR0-042129-01423	I	II	24	1
BR0-042129-01423	II	II	5	0
BR0-042129-01426	II	II	5	0
BR0-042129-01427	II	II	5	0
BR0-042129-01428	II	II	5	0
BR0-042129-01430	I	II	21	1
BR0-042129-01430	II	II	5	0
BR0-042129-01436	II	II	5	0
BR0-042129-01437	II	II	5	0
BR0-042129-01438	II	II	5	0
BR0-042129-01441	II	II	5	0
BR0-042129-01443	I	II	25	1
BR0-042129-01443	II	II	5	0
BR0-042129-01444	II	III	5	1
BR0-042129-01445	II	II	5	0
BR0-042129-01446	II	II	5	0
BR0-042129-01447	I	I	26	0
BR0-042129-01447	I	I	5	0
BR0-042129-01451	I	I	26	0
BR0-042129-01451	I	I	5	0
BR0-042129-01452	I	II	26	1
BR0-042129-01452	II	II	5	0
BR0-042129-01453	II	II	5	0
BR0-042129-01455	I	II	22	1
BR0-042129-01455	II	II	5	0
BR0-042129-01456	I	II	20	1
BR0-042129-01456	II	II	5	0
BR0-042129-01460	II	II	5	0
BR0-042129-01464	I	I	30	0
BR0-042129-01464	I	I	5	0
BR0-042129-01466	I	I	30	0
BR0-042129-01466	I	I	5	0
BR0-042129-01468	I	II	13	1
BR0-042129-01468	II	II	5	0
BR0-042129-01473	II	II	5	0
BR0-042129-01475	I	II	5	1
BR0-042129-01475	II	II	5	0
BR0-042129-01477	II	II	5	0
BR0-042129-01478	II	II	5	0
BR0-042129-01479	II	II	5	0
BR0-042129-01480	II	II	5	0
BR0-042129-01481	II	II	5	0
BR0-042129-01482	I	II	5	1
BR0-042129-01482	II	II	5	0
BR0-042129-01484	I	II	28	1
BR0-042129-01484	II	II	5	0
BR0-042129-01486	I	II	28	1
BR0-042129-01486	II	II	5	0
BR0-042129-01489	II	II	5	0
BR0-042129-01490	I	II	20	1
BR0-042129-01490	II	II	5	0
BR0-042129-01491	II	II	5	0
BR0-042129-01492	I	II	20	1
BR0-042129-01492	II	II	5	0
BR0-042129-01493	II	II	5	0
BR0-042129-01495	I	I	20	0
BR0-042129-01495	I	II	5	1
BR0-042129-01497	I	II	25	1
BR0-042129-01497	II	II	5	0
BR0-042129-01498	I	I	25	0
BR0-042129-01498	I	I	5	0
BR0-042129-01499	I	II	20	1
BR0-042129-01499	II	II	5	0
BR0-042129-01500	I	I	20	0
BR0-042129-01500	I	II	5	1
BR0-042129-01501	I	II	20	1
BR0-042129-01501	II	II	5	0
BR0-042129-01502	I	I	20	0
BR0-042129-01502	I	II	5	1
BR0-042129-01503	I	II	20	1
BR0-042129-01503	II	II	5	0
BR0-042129-01504	I	I	20	0
BR0-042129-01504	I	I	5	0
BR0-042129-01505	I	II	20	1
BR0-042129-01505	II	II	5	0
BR0-042129-01506	I	I	20	0
BR0-042129-01506	I	II	5	1
BR0-042129-01507	I	II	12	1
BR0-042129-01507	II	II	2	0
BR0-042129-01507	II	II	2	0
BR0-042129-01507	II	II	3	0
BR0-042129-01508	II	II	5	0
BR0-042129-01511	I	II	20	1
BR0-042129-01511	II	II	5	0
BR0-042129-01512	II	II	5	0
BR0-042129-01513	I	II	15	1
BR0-042129-01513	II	II	5	0
BR0-042129-01516	II	II	5	0
BR0-042129-01517	II	II	5	0
BR0-042129-01518	II	II	5	0
BR0-042137-00001	II	II	1	0
BR0-042137-00001	II	II	1	0
BR0-042137-00001	II	II	3	0
BR0-042137-00001	II	III	1	1
BR0-042137-00001	II	III	3	1
BR0-042137-00002	II	II	5	0
BR0-042137-00002	II	II	5	0
BR0-042137-00006	I	II	22	1
BR0-042137-00006	II	II	5	0
BR0-042137-00008	II	II	5	0
BR0-042137-00009	II	II	5	0
BR0-042137-00010	II	II	5	0
BR0-042137-00011	II	II	5	0
BR0-042137-00017	II	II	5	0
BR0-042137-00021	I	II	17	1
BR0-042137-00021	II	II	5	0
BR0-042137-00022	I	II	8	1
BR0-042137-00022	II	II	5	0
BR0-042137-00024	I	II	8	1
BR0-042137-00024	II	II	5	0
BR0-042137-00027	I	II	22	1
BR0-042137-00027	II	II	5	0
BR0-042137-00028	II	II	5	0
BR0-042137-00029	II	II	5	0
BR0-042137-00046	II	II	5	0
BR0-042137-00050	II	III	5	1
BR0-042137-00052	II	II	5	0
BR0-042137-00053	II	II	5	0
BR0-042137-00055	II	II	5	0
BR0-042137-00057	I	II	14	1
BR0-042137-00057	II	II	5	0
BR0-042137-00059	I	II	17	1
BR0-042137-00059	II	II	5	0
BR0-042137-00062	II	II	5	0
BR0-042137-00063	II	III	5	1
BR0-042137-00063	III	III	3	0
BR0-042137-00071	III	III	5	0
BR0-042137-00072	II	II	5	0
BR0-042137-00074	II	II	5	0
BR0-042137-00075	II	II	5	0
BR0-042137-00076	II	II	5	0
BR0-042137-00077	II	II	5	0
BR0-042137-00078	II	II	5	0
BR0-042137-00081	II	II	1	0
BR0-042137-00081	II	II	2	0
BR0-042137-00081	II	II	2	0
BR0-042137-00081	II	II	1	0
BR0-042137-00082	II	II	5	0
BR0-042137-00087	II	II	5	0
BR0-042137-00090	II	II	5	0
BR0-042137-00091	II	II	5	0
BR0-042137-00098	II	II	5	0
BR0-042137-00099	II	II	5	0
BR0-042137-00102	II	III	5	1
BR0-042137-00102	III	III	3	0
BR0-042137-00103	II	II	5	0
BR0-042137-00104	II	II	5	0
BR0-042137-00111	II	II	5	0
BR0-042137-00112	II	II	5	0
BR0-042137-00113	I	II	22	1
BR0-042137-00113	II	II	5	0
BR0-042137-00114	II	II	5	0
BR0-042137-00115	II	II	5	0
BR0-042137-00120	II	II	5	0
BR0-042137-00122	II	II	5	0
BR0-042137-00123	II	II	5	0
BR0-042137-00124	I	II	22	1
BR0-042137-00124	II	II	5	0
BR0-042137-00125	II	II	5	0
BR0-042137-00127	II	II	5	0
BR0-042137-00130	II	II	5	0
BR0-042137-00131	II	II	5	0
BR0-042137-00136	II	II	5	0
BR0-042137-00137	II	II	5	0
BR0-042137-00138	II	II	5	0
BR0-042137-00139	II	II	5	0
BR0-042137-00140	II	II	5	0
BR0-042137-00141	II	II	5	0
BR0-042137-00142	II	II	5	0
BR0-042137-00143	II	II	5	0
BR0-042137-00144	II	II	5	0
BR0-042137-00147	II	II	5	0
BR0-042137-00148	II	II	5	0
BR0-042137-00149	II	II	5	0
BR0-042137-00153	II	II	5	0
BR0-042137-00155	II	II	5	0
BR0-042137-00156	II	II	5	0
BR0-042137-00157	II	II	5	0
BR0-042137-00158	II	II	5	0
BR0-042137-00159	II	II	5	0
BR0-042137-00162	II	II	5	0
BR0-042137-00163	II	II	5	0
BR0-042137-00165	II	II	5	0
BR0-042137-00168	II	II	5	0
BR0-042137-00169	I	II	22	1
BR0-042137-00169	II	II	5	0
BR0-042137-00170	I	II	22	1
BR0-042137-00170	II	II	5	0
BR0-042137-00171	II	II	5	0
BR0-042137-00172	I	II	22	1
BR0-042137-00172	II	II	5	0
BR0-042137-00173	I	II	22	1
BR0-042137-00173	II	II	5	0
BR0-042137-00174	I	II	22	1
BR0-042137-00174	II	II	5	0
BR0-042137-00175	II	II	5	0
BR0-042137-00178	I	II	22	1
BR0-042137-00178	II	II	5	0
BR0-042137-00180	I	II	22	1
BR0-042137-00180	II	II	5	0
BR0-042137-00181	I	II	22	1
BR0-042137-00181	II	II	5	0
BR0-042137-00183	I	II	22	1
BR0-042137-00183	II	II	5	0
BR0-042137-00184	I	II	22	1
BR0-042137-00184	II	II	5	0
BR0-042137-00185	II	II	5	0
BR0-042137-00186	II	II	5	0
BR0-042137-00187	II	II	5	0
BR0-042137-00188	I	II	18	1
BR0-042137-00188	II	II	5	0
BR0-042137-00189	I	II	18	1
BR0-042137-00189	II	II	5	0
BR0-042137-00190	II	II	5	0
BR0-042137-00191	I	II	18	1
BR0-042137-00191	II	II	5	0
BR0-042137-00192	I	II	18	1
BR0-042137-00192	II	II	5	0
BR0-042137-00193	II	II	5	0
BR0-042137-00194	I	II	18	1
BR0-042137-00194	II	II	5	0
BR0-042137-00195	I	II	18	1
BR0-042137-00195	II	II	5	0
BR0-042137-00196	II	II	5	0
BR0-042137-00197	I	II	18	1
BR0-042137-00197	II	II	5	0
BR0-042137-00198	I	II	18	1
BR0-042137-00198	II	II	5	0
BR0-042137-00199	II	II	5	0
BR0-042137-00200	II	II	5	0
BR0-042137-00201	II	II	5	0
BR0-042137-00202	II	II	5	0
BR0-042137-00203	II	II	5	0
BR0-042137-00204	II	II	5	0
BR0-042137-00205	II	II	5	0
BR0-042137-00206	II	II	5	0
BR0-042137-00207	I	II	19	1
BR0-042137-00207	II	II	5	0
BR0-042137-00208	II	II	5	0
BR0-042137-00209	II	III	5	1
BR0-042137-00210	II	II	5	0
BR0-042137-00213	II	II	5	0
BR0-042137-00214	II	III	5	1
BR0-042137-00216	I	II	17	1
BR0-042137-00216	II	II	5	0
BR0-042137-00217	II	III	5	1
BR0-042137-00217	III	III	4	0
BR0-042137-00218	II	II	5	0
BR0-042137-00219	II	III	5	1
BR0-042137-00219	III	III	3	0
BR0-042137-00220	II	III	5	1
BR0-042137-00220	III	III	4	0
BR0-042137-00221	II	II	5	0
BR0-042137-00222	II	II	5	0
BR0-042137-00223	II	II	5	0
BR0-042137-00224	II	III	5	1
BR0-042137-00224	III	III	3	0
BR0-042137-00225	II	II	5	0
BR0-042137-00226	II	II	5	0
BR0-042137-00227	II	II	5	0
BR0-042137-00228	III	III	5	0
BR0-042137-00230	II	II	5	0
BR0-042137-00231	II	II	5	0
BR0-042137-00232	II	II	5	0
BR0-042137-00233	II	II	5	0
BR0-042137-00234	II	II	5	0
BR0-042137-00236	II	II	5	0
BR0-042137-00237	II	II	5	0
BR0-042137-00244	II	II	5	0
BR0-042137-00248	II	II	5	0
BR0-042137-00249	II	II	5	0
BR0-042137-00251	II	II	5	0
BR0-042137-00256	I	II	22	1
BR0-042137-00256	II	II	5	0
BR0-042137-00257	II	II	5	0
BR0-042137-00258	II	II	5	0
BR0-042137-00260	I	II	5	1
BR0-042137-00261	I	II	27	1
BR0-042137-00263	II	III	5	1
BR0-042137-00263	III	III	3	0
BR0-042137-00267	II	II	5	0
BR0-042137-00269	I	II	24	1
BR0-042137-00269	II	II	5	0
BR0-042137-00270	II	II	5	0
BR0-042137-00272	II	II	5	0
BR0-042137-00273	II	II	5	0
BR0-042137-00275	I	II	9	1
BR0-042137-00275	II	II	5	0
BR0-042137-00291	II	II	2	0
BR0-042137-00291	II	II	3	0
BR0-042137-00292	II	II	5	0
BR0-042137-00293	II	II	5	0
BR0-042137-00294	I	II	16	1
BR0-042137-00294	II	II	5	0
BR0-042137-00295	II	II	5	0
BR0-042137-00301	II	II	5	0
BR0-042137-00310	III	III	5	0
BR0-042137-00311	III	III	5	0
BR0-042137-00312	II	II	5	0
BR0-042137-00313	II	II	5	0
BR0-042137-00314	II	II	5	0
BR0-042137-00315	II	II	1	0
BR0-042137-00316	II	II	5	0
BR0-042137-00318	II	II	5	0
BR0-042137-00321	II	II	5	0
BR0-042137-00325	II	II	5	0
BR0-042137-00326	II	II	5	0
BR0-042137-00327	II	II	5	0
BR0-042137-00328	II	II	5	0
BR0-042137-00330	II	II	5	0
BR0-042137-00331	II	II	5	0
BR0-042137-00343	II	II	5	0
BR0-042137-00345	II	II	5	0
BR0-042137-00346	II	III	5	1
BR0-042137-00351	II	III	5	1
BR0-042137-00353	II	II	5	0
BR0-042137-00358	II	II	5	0
BR0-042137-00363	II	II	5	0
BR0-042137-00365	III	III	5	0
BR0-042137-00366	II	II	5	0
BR0-042137-00375	II	III	5	1
BR0-042137-00377	II	II	5	0
BR0-042137-00380	II	II	5	0
BR0-042137-00381	II	II	5	0
BR0-042137-00382	II	II	5	0
BR0-042137-00390	II	II	5	0
BR0-042137-00391	II	II	5	0
BR0-042137-00392	II	II	5	0
BR0-042137-00396	II	II	5	0
BR0-042137-00397	II	II	5	0
BR0-042137-00403	II	III	2	1
BR0-042137-00403	II	II	2	0
BR0-042137-00406	II	II	5	0
BR0-042137-00414	I	II	5	1
BR0-042137-00415	I	I	5	0
BR0-042137-00416	II	II	5	0
BR0-042137-00420	II	II	5	0
BR0-042137-00423	I	II	23	1
BR0-042137-00423	II	II	5	0
BR0-042137-00425	II	II	5	0
BR0-042137-00430	II	II	5	0
BR0-042137-00431	I	II	5	1
BR0-042137-00438	II	II	5	0
BR0-042137-00441	III	III	5	0
BR0-042137-00442	II	II	5	0
BR0-042137-00448	II	II	5	0
BR0-042137-00450	II	II	5	0
BR0-042137-00451	II	II	5	0
BR0-042137-00456	II	II	5	0
BR0-042137-00461	I	II	25	1
BR0-042137-00461	II	II	3	0
BR0-042137-00461	II	II	2	0
BR0-042137-00461	II	II	3	0
BR0-042137-00461	II	III	2	1
BR0-042137-00462	II	II	5	0
BR0-042137-00463	I	II	24	1
BR0-042137-00463	II	II	5	0
BR0-042137-00465	II	III	5	1
BR0-042137-00467	I	II	26	1
BR0-042137-00467	II	II	1	0
BR0-042137-00467	II	II	5	0
BR0-042137-00468	I	I	29	0
BR0-042137-00468	I	I	5	0
BR0-042137-00473	III	III	5	0
BR0-042137-00476	II	III	1	1
BR0-042137-00476	III	III	4	0
BR0-042137-00477	II	II	5	0
BR0-042137-00478	II	II	5	0
BR0-042137-00479	II	II	5	0
BR0-042137-00480	II	II	5	0
BR0-042137-00481	II	II	5	0
BR0-042137-00482	II	II	5	0
BR0-042137-00484	II	II	5	0
BR0-042137-00487	II	II	5	0
BR0-042137-00488	I	II	5	1
BR0-042137-00494	II	II	1	0
BR0-042137-00494	II	II	4	0
BR0-042137-00494	II	II	1	0
BR0-042137-00494	II	II	3	0
BR0-042137-00502	II	II	5	0
BR0-042137-00503	II	II	5	0
BR0-042137-00504	I	II	27	1
BR0-042137-00504	II	II	5	0
BR0-042137-00507	II	II	5	0
BR0-042137-00508	II	II	5	0
BR0-042137-00510	II	II	5	0
BR0-042137-00511	II	II	5	0
BR0-042137-00513	II	II	5	0
BR0-042137-00514	II	II	5	0
BR0-042137-00521	I	II	28	1
BR0-042137-00521	II	II	5	0
BR0-042137-00522	II	II	5	0
BR0-042137-00523	II	II	5	0
BR0-042137-00526	I	II	27	1
BR0-042137-00526	II	II	5	0
BR0-042137-00528	II	II	5	0
BR0-042137-00534	II	III	5	1
BR0-042137-00540	II	II	3	0
BR0-042137-00540	II	III	1	1
BR0-042137-00540	II	II	3	0
BR0-042137-00541	I	I	23	0
BR0-042137-00541	I	II	5	1
BR0-042137-00542	I	I	3	0
BR0-042137-00542	I	I	2	0
BR0-042137-00542	I	II	3	1
BR0-042137-00543	II	II	5	0
BR0-042137-00545	II	III	5	1
BR0-042137-00545	III	III	3	0
BR0-042137-00546	I	I	5	0
BR0-042137-00547	I	I	19	0
BR0-042137-00547	I	I	5	0
BR0-042137-00551	II	II	5	0
BR0-042137-00553	I	I	5	0
BR0-042137-00555	II	II	5	0
BR0-042137-00558	II	II	4	0
BR0-042137-00558	II	II	1	0
BR0-042137-00562	I	II	5	1
BR0-042137-00564	II	II	5	0
BR0-042137-00565	II	II	5	0
BR0-042137-00566	II	II	5	0
BR0-042137-00569	II	II	5	0
BR0-042137-00573	I	I	27	0
BR0-042137-00573	I	II	5	1
BR0-042137-00574	I	II	27	1
BR0-042137-00574	II	II	5	0
BR0-042137-00575	I	II	26	1
BR0-042137-00575	II	II	5	0
BR0-042137-00579	II	II	5	0
BR0-042137-00579	II	II	4	0
BR0-042137-00580	II	II	5	0
BR0-042137-00581	II	II	5	0
BR0-042137-00582	II	II	5	0
BR0-042137-00583	III	III	5	0
BR0-042137-00584	II	II	5	0
BR0-042137-00585	III	III	5	0
BR0-042137-00586	II	III	5	1
BR0-042137-00586	III	III	4	0
BR0-042137-00587	III	III	5	0
BR0-042137-00588	II	II	5	0
BR0-042137-00589	II	II	5	0
BR0-042137-00590	II	II	5	0
BR0-042137-00591	II	II	5	0
BR0-042137-00592	II	II	5	0
BR0-042137-00593	II	II	5	0
BR0-042137-00594	II	II	5	0
BR0-042137-00595	II	II	5	0
BR0-042137-00596	II	II	5	0
BR0-042137-00597	II	II	5	0
BR0-042137-00599	II	II	5	0
BR0-042137-00600	II	II	1	0
BR0-042137-00601	II	II	5	0
BR0-042137-00603	II	II	5	0
BR0-042137-00604	III	III	5	0
BR0-042137-00609	I	I	5	0
BR0-042137-00610	II	II	5	0
BR0-042137-00612	II	II	5	0
BR0-042137-00613	II	III	5	1
BR0-042137-00613	III	III	3	0
BR0-042137-00614	II	II	5	0
BR0-042137-00616	II	II	5	0
BR0-042137-00620	III	III	5	0
BR0-042137-00621	II	II	5	0
BR0-042137-00623	II	II	5	0
BR0-042137-00626	II	II	5	0
BR0-042137-00628	II	II	1	0
BR0-042137-00628	II	II	2	0
BR0-042137-00628	II	II	2	0
BR0-042137-00628	II	II	1	0
BR0-042137-00628	II	II	2	0
BR0-042137-00628	II	III	2	1
BR0-042137-00630	I	I	5	0
BR0-042137-00635	I	I	5	0
BR0-042137-00636	I	I	5	0
BR0-042137-00637	I	I	5	0
BR0-042137-00638	I	II	14	1
BR0-042137-00638	II	II	5	0
BR0-042137-00640	I	I	5	0
BR0-042137-00641	II	II	5	0
BR0-042137-00643	I	I	5	0
BR0-042137-00647	I	II	20	1
BR0-042137-00647	II	III	5	1
BR0-042137-00648	I	II	21	1
BR0-042137-00648	II	III	5	1
BR0-042137-00659	II	II	5	0
BR0-042137-00666	II	II	5	0
BR0-042137-00672	II	II	5	0
BR0-042137-00675	II	II	5	0
BR0-042137-00683	II	II	5	0
BR0-042137-00690	II	II	5	0
BR0-042137-00695	III	III	5	0
BR0-042137-00697	II	II	5	0
BR0-042137-00701	II	II	5	0
BR0-042137-00711	I	II	3	1
BR0-042137-00711	I	III	3	2
BR0-042137-00713	II	II	5	0
BR0-042137-00715	II	II	5	0
BR0-042137-00718	III	III	5	0
BR0-042137-00720	II	II	5	0
BR0-042137-00722	I	II	27	1
BR0-042137-00722	II	II	5	0
BR0-042137-00726	II	II	5	0
BR0-042137-00726	II	II	4	0
BR0-042137-00727	II	II	5	0
BR0-042137-00728	II	II	5	0
BR0-042137-00729	II	II	5	0
BR0-042137-00731	I	II	1	1
BR0-042137-00731	II	II	2	0
BR0-042137-00731	II	II	3	0
BR0-042137-00731	II	II	1	0
BR0-042137-00733	I	II	30	1
BR0-042137-00733	II	II	3	0
BR0-042137-00733	II	II	2	0
BR0-042137-00733	II	II	3	0
BR0-042137-00735	III	III	5	0
BR0-042137-00738	II	II	5	0
BR0-042137-00740	II	II	1	0
BR0-042137-00740	II	II	4	0
BR0-042137-00740	II	II	1	0
BR0-042137-00741	II	II	5	0
BR0-042137-00744	II	II	5	0
BR0-042137-00745	II	II	5	0
BR0-042137-00746	II	II	5	0
BR0-042137-00747	II	II	5	0
BR0-042137-00748	II	II	5	0
BR0-042137-00750	II	II	2	0
BR0-042137-00750	II	III	3	1
BR0-042137-00750	II	III	1	1
BR0-042137-00751	III	III	5	0
BR0-042137-00758	II	II	5	0
BR0-042137-00759	II	III	2	1
BR0-042137-00759	II	III	3	1
BR0-042137-00759	III	III	2	0
BR0-042137-00759	II	III	1	1
BR0-042137-00760	II	III	5	1
BR0-042137-00760	III	III	3	0
BR0-042137-00762	III	III	5	0
BR0-042137-00763	II	II	1	0
BR0-042137-00763	II	II	2	0
BR0-042137-00763	II	II	2	0
BR0-042137-00763	II	II	1	0
BR0-042137-00763	II	II	2	0
BR0-042137-00763	II	III	2	1
BR0-042137-00764	III	III	2	0
BR0-042137-00764	I	III	3	2
BR0-042137-00765	II	II	1	0
BR0-042137-00765	II	II	4	0
BR0-042137-00768	II	II	2	0
BR0-042137-00768	II	II	3	0
BR0-042137-00768	II	II	2	0
BR0-042137-00769	II	III	2	1
BR0-042137-00769	II	III	3	1
BR0-042137-00769	III	III	2	0
BR0-042137-00769	II	III	1	1
BR0-042137-00770	II	II	5	0
BR0-042137-00773	II	II	2	0
BR0-042137-00773	II	III	3	1
BR0-042137-00773	II	III	1	1
BR0-042137-00774	II	II	1	0
BR0-042137-00774	II	II	4	0
BR0-042137-00774	II	II	1	0
BR0-042137-00775	I	II	3	1
BR0-042137-00775	II	II	2	0
BR0-042137-00775	II	II	3	0
BR0-042137-00775	II	II	2	0
BR0-042137-00777	II	II	5	0
BR0-042137-00779	II	II	5	0
BR0-042137-00780	II	II	5	0
BR0-042137-00781	II	II	5	0
BR0-042137-00782	II	II	1	0
BR0-042137-00782	II	II	4	0
BR0-042137-00782	II	II	1	0
BR0-042137-00782	II	II	4	0
BR0-042137-00783	II	II	5	0
BR0-042137-00785	II	II	5	0
BR0-042137-00788	II	II	5	0
BR0-042137-00789	III	III	5	0
BR0-042137-00790	II	II	5	0
BR0-042137-00791	II	II	5	0
BR0-042137-00792	III	III	5	0
BR0-042137-00793	II	II	5	0
BR0-042137-00794	II	II	5	0
BR0-042137-00795	II	II	5	0
BR0-042137-00796	II	III	5	1
BR0-042137-00797	I	I	5	0
BR0-042137-00798	I	I	5	0
BR0-042137-00799	II	II	5	0
BR0-042137-00800	II	II	1	0
BR0-042137-00800	II	II	4	0
BR0-042137-00800	II	II	1	0
BR0-042137-00800	II	II	4	0
BR0-042137-00802	II	II	5	0
BR0-042137-00803	I	I	5	0
BR0-042137-00808	I	I	5	0
BR0-042137-00809	II	II	3	0
BR0-042137-00809	II	II	2	0
BR0-042137-00809	II	III	3	1
BR0-042137-00811	I	II	5	1
BR0-042137-00812	II	II	5	0
BR0-042137-00813	I	I	5	0
BR0-042137-00814	II	II	5	0
BR0-042137-00816	II	II	5	0
BR0-042137-00818	II	II	5	0
BR0-042137-00819	III	III	5	0
BR0-042137-00820	III	III	5	0
BR0-042137-00821	II	II	5	0
BR0-042137-00822	II	II	5	0
BR0-042137-00830	II	II	5	0
BR0-042137-00831	I	I	17	0
BR0-042137-00831	I	I	5	0
BR0-042137-00838	II	II	5	0
BR0-042137-00839	I	II	1	1
BR0-042137-00839	I	I	1	0
BR0-042137-00845	II	II	5	0
BR0-042137-00849	III	III	5	0
BR0-042137-00850	II	II	5	0
BR0-042137-00854	II	II	5	0
BR0-042137-00855	II	II	5	0
BR0-042137-00859	II	II	5	0
BR0-042137-00860	II	II	5	0
BR0-042137-00867	III	III	5	0
BR0-042145-00001	II	II	5	0
BR0-042145-00002	II	II	5	0
BR0-042145-00004	II	II	3	0
BR0-042145-00006	II	II	8	0
BR0-042145-00007	II	III	3	1
BR0-042145-00008	II	II	3	0
BR0-042145-00010	I	II	21	1
BR0-042145-00010	II	II	5	0
BR0-042145-00011	II	II	4	0
BR0-042145-00012	II	II	4	0
BR0-042145-00013	I	II	19	1
BR0-042145-00013	II	II	5	0
BR0-042145-00014	II	II	4	0
BR0-042145-00017	II	II	5	0
BR0-042145-00019	I	II	5	1
BR0-042145-00021	II	II	5	0
BR0-042145-00022	II	II	5	0
BR0-042145-00023	II	II	5	0
BR0-042145-00024	I	II	27	1
BR0-042145-00024	II	II	5	0
BR0-042145-00025	I	II	30	1
BR0-042145-00025	II	II	5	0
BR0-042145-00026	II	II	5	0
BR0-042145-00027	I	II	26	1
BR0-042145-00027	II	II	5	0
BR0-042145-00028	II	II	5	0
BR0-042145-00029	II	II	5	0
BR0-042145-00030	II	II	2	0
BR0-042145-00030	II	II	3	0
BR0-042145-00031	I	II	30	1
BR0-042145-00031	II	II	5	0
BR0-042145-00032	I	II	30	1
BR0-042145-00032	II	II	5	0
BR0-042145-00033	I	II	18	1
BR0-042145-00033	II	II	5	0
BR0-042145-00034	I	II	30	1
BR0-042145-00034	II	II	5	0
BR0-042145-00038	I	II	14	1
BR0-042145-00038	II	II	5	0
BR0-042145-00039	II	II	5	0
BR0-042145-00040	II	II	5	0
BR0-042145-00041	II	II	5	0
BR0-042145-00042	II	II	5	0
BR0-042145-00044	I	II	14	1
BR0-042145-00044	II	II	5	0
BR0-042145-00045	I	I	5	0
BR0-042145-00053	I	I	5	0
BR0-042145-00057	I	I	5	0
BR0-042145-00058	II	II	5	0
BR0-042145-00059	II	II	5	0
BR0-042145-00062	II	II	5	0
BR0-042145-00063	I	II	26	1
BR0-042145-00063	II	II	5	0
BR0-042145-00064	I	II	30	1
BR0-042145-00064	II	II	5	0
BR0-042145-00065	I	II	26	1
BR0-042145-00065	II	II	5	0
BR0-042145-00066	I	II	21	1
BR0-042145-00066	II	II	5	0
BR0-042145-00069	II	II	5	0
BR0-042145-00070	II	II	5	0
BR0-042145-00071	II	II	5	0
BR0-042145-00072	II	II	5	0
BR0-042145-00074	II	II	5	0
BR0-042145-00075	II	II	5	0
BR0-042145-00076	II	II	5	0
BR0-042145-00077	II	II	5	0
BR0-042145-00079	I	II	3	1
BR0-042145-00079	II	II	2	0
BR0-042145-00080	II	II	2	0
BR0-042145-00080	II	II	3	0
BR0-042145-00083	II	II	5	0
BR0-042145-00084	I	II	24	1
BR0-042145-00084	II	II	5	0
BR0-042145-00088	II	II	5	0
BR0-042145-00088	II	II	5	0
BR0-042145-00093	I	II	9	1
BR0-042145-00093	I	I	5	0
BR0-042145-00094	I	II	9	1
BR0-042145-00094	I	I	5	0
BR0-042145-00095	II	II	5	0
BR0-042145-00096	II	II	5	0
BR0-042145-00097	I	II	19	1
BR0-042145-00097	II	II	5	0
BR0-042145-00098	I	II	19	1
BR0-042145-00098	II	II	5	0
BR0-042145-00099	II	II	5	0
BR0-042145-00100	I	II	20	1
BR0-042145-00100	II	II	5	0
BR0-042145-00101	I	II	10	1
BR0-042145-00101	II	II	5	0
BR0-042145-00102	I	I	10	0
BR0-042145-00102	I	II	5	1
BR0-042145-00104	I	II	28	1
BR0-042145-00104	II	II	5	0
BR0-042145-00105	II	II	5	0
BR0-042145-00107	I	II	27	1
BR0-042145-00107	II	II	5	0
BR0-042145-00108	I	II	26	1
BR0-042145-00108	II	II	5	0
BR0-042145-00110	I	I	23	0
BR0-042145-00110	I	II	5	1
BR0-042145-00111	I	III	23	2
BR0-042145-00112	II	II	5	0
BR0-042145-00115	I	II	17	1
BR0-042145-00115	I	I	5	0
BR0-042145-00116	I	II	17	1
BR0-042145-00116	II	II	5	0
BR0-042145-00117	I	II	17	1
BR0-042145-00117	II	II	5	0
BR0-042145-00118	I	II	17	1
